Z707;IRIAN OCCIDENTALE;EE
Z708;MACQUARIE (ISOLE);EE
Z709;MARCUS (ISOLE);EE
Z710;MARIANNE (ISOLE);EE
Z711;MARSHALL (ISOLE);EE
Z712;MIDWAY (ISOLE);EE
Z713;NAURU;EE
Z714;NIUE O SAVAGE (ISOLE);EE
Z715;NORFOLK (ISOLE);EE
Z716;NUOVA CALEDONIA E DIPENDENZE;EE
Z717;NUOVE EBRIDI CONDOM. FRANCO-INGL.;EE
Z718;NUOVA GUINEA;EE
Z719;NUOVA ZELANDA;EE
Z720;PAPUASIA;EE
Z721;PASQUA (ISOLA);EE
Z722;PITCARIN E DIPENDENZE;EE
Z723;POLINESIA FRANCESE (ISOLE);EE
Z724;SALOMONE;EE
Z725;SAMOA AMERICANE (ISOLE);EE
Z726;SAMOA (ISOLE);EE
Z727;TOKELAU O ISOLE DELL'UNIONE;EE
Z728;TONGA O ISOLE DEGLI AMICI;EE
Z729;WALLIS E FUTUNA (ISOLE);EE
Z731;KIRIBATI;EE
Z732;TUVALU;EE
Z733;VANUATU;EE
Z734;PALAU;EE
Z735;MICRONESIA STATI FEDERATI;EE
Z800;DIPENDENZE CANADESI;EE
Z801;DIPENDENZE NORVEGESI (ARTICHE);EE
Z802;DIPENDENZE RUSSE;EE
Z900;DIPENDENZE AUSTRALIANE;EE
Z901;DIPENDENZE BRITANNICHE;EE
Z902;DIPENDENZE FRANCESI;EE
Z903;DIPENDENZE NEOZELANDESI;EE
Z904;DIPENDEZE NORVEGESI (ANTARTICHE);EE
Z905;DIPENDEZE STATUNITENSI;EE
Z906;DIPENDENZE SUDAFRICANE;EE
